'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000007-6391745','WindowRama                              '
'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000008-6391746','WindowRama                              '
'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000009-6391747','WindowRama                              '
'1','2015-10-22 12:03:00','BRANFORD                      ','CT ','064052519 ','246599000010-6391748','WindowRama                              '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','ACCES BEPF3 PBD BRTWNON','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','ACCES NBM8 BRTWNON','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','ACCES TKCL8 MPDLNON','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','ACCES TUK MPDLNON','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','ACCES WF3-30 BRTWNON','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','B12RHDS             DBY BR S TW NON N NNNN SSS S C','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','B27BHDS             DBY BR S TW NON N NNNN SSS S C','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','BD12-4D             DBY BR S TW NON N NNNN SSS S C','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','SB36                DBY BR S TW NON N NNNN SSS S C','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','W2730B              DBY BR S TW NON N NNNN SSS N C','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','W3612               DBY BR S TW NON N NNNN SSS N C','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','DENVER                        ','CO ','80223     ','W3615               DBY BR S TW NON N NNNN SSS N C','Masco Cabinetry Q&M - Denver            '
'1','2015-10-22 12:03:00','FALL RIVER                    ','MA ','02720     ','LARGE FLAT BOX 21X15X6','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','FALL RIVER                    ','MA ','02720     ','NC Carton for 478405','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','MARLBOROUGH                   ','MA ','01752     ','.','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','NEWARK                        ','DE ','197022364 ','Power Smart DB7651 24-inch 208cc LCT Gas Powered 2-Stage Snow Thrower with Electric Start','Amazon - 4000                           '
'1','2015-10-22 12:03:00','NEWTON CENTRE                 ','MA ','02459     ','BOX 14X12X6','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','NEWTON CENTRE                 ','MA ','02459     ','Staples Multiuse Copy Paper 8 12 x','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','QUINCY                        ','MA ','02169     ','SMALL BOX 14X10.5X8 MRSI','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','SEEKONK                       ','MA ','02771     ','AA BOX','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','SEEKONK                       ','MA ','02771     ','Bounty Basic 1Ply Paper Towels 30 R','Staples - Foxborough                    '
'1','2015-10-22 12:03:00','SEEKONK                       ','MA ','02771     ','Poland Springreg Bottled Water 169','Staples - Foxborough                    '
